ID,API-Type,API-Name,HTTP Method,URI,Decription+Parameters,AmorphousURI,TidyURI,Comment,NonStandardURI,StandarURI,Comment,CRUDyURI,VerblessURI,Comment,UnversionedURI,VersionedURI,Comment,PluralisedNodes,SingularNodes,Comment,NonDescriptiveURI,DescriptiveURI,Comment,ContextlessResource,ContextualResouce,Comment,NonHierarchicalNodes,HierarchicalNodes,Comment,LessCohisiveDoc,CohisiveDoc,Comment,InconsistantDoc,ConsistantDoc,Comment,Type(Public/Private/Partner)
811,GraphQL,AniList,POST,/v2/oauth/pin,If you are absolutely unable to have a Http or application URI scheme redirection you can use the Auth Pin redirect URL.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
812,GraphQL,AniList,POST,v2/SaveMediaListEntry,Create or update a media list entry  n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
813,GraphQL,AniList,POST,v2/UpdateMediaListEntries,Update multiple media list entries to the same values n/a,0,1,,0,1,,1,0,[update found],0,1,Version Found,0,1,[Pluralized last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
814,GraphQL,AniList,POST,v2/DeleteMediaListEntry,Delete a media list entry n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
815,GraphQL,AniList,POST,v2/DeleteCustomList,Delete a custom list and remove the list entries from it n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
816,GraphQL,AniList,POST,v2/SaveTextActivity,Create or update text activity for the currently authenticated user n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
817,GraphQL,AniList,POST,v2/SaveListActivity,Update list activity n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between save and list. 0 hierarchical relations were detected out of 26,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
818,GraphQL,AniList,POST,v2/DeleteActivity,Delete an activity item of the authenticated users n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
819,GraphQL,AniList,POST,v2/ToggleActivityPin,Toggle activity to be pinned to the top of the user's activity feed n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
820,GraphQL,AniList,POST,v2/ToggleActivitySubscription,Toggle the subscription of an activity item n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,1,0,Reversed hierarchy of type True detected between activity and subscription. 0 hierarchical relations were detected out of 26,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
821,GraphQL,AniList,POST,v2/SaveActivityReply,Create or update an activity reply n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
822,GraphQL,AniList,POST,v2/DeleteActivityReply,Delete an activity reply of the authenticated users n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
823,GraphQL,AniList,POST,v2/ToggleLike,Add or remove a like from a likeable type. Returns all the users who liked the same model n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
824,GraphQL,AniList,POST,v2/ToggleLikeV2,Add or remove a like from a likeable type. n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
825,GraphQL,AniList,POST,v2/ToggleFollow,Toggle the un/following of a user n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
826,GraphQL,AniList,POST,v2/ToggleFavourite,"Favourite or unfavourite an anime, manga, character, staff member, or studio n/a",0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
827,GraphQL,AniList,POST,v2/UpdateFavouriteOrder,Update the order favourites are displayed in n/a,0,1,,0,1,,1,0,[update found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
828,GraphQL,AniList,POST,v2/SaveReview,Create or update a review n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
829,GraphQL,AniList,POST,v2/DeleteReview,Delete a review n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
830,GraphQL,AniList,POST,v2/RateReview,Rate a review n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
831,GraphQL,AniList,POST,v2/SaveRecommendation,Recommendation a media n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
832,GraphQL,AniList,POST,v2/SaveThread,Create or update a forum thread  n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
833,GraphQL,AniList,POST,v2/DeleteThread,Delete a thread n/a,0,1,,0,1,,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
834,GraphQL,AniList,POST,v2/ToggleThreadSubscription,Toggle the subscription of a forum thread  n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
835,GraphQL,AniList,POST,v2/SaveThreadComment,Create or update a thread comment n/a,0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
836,GraphQL,AniList,POST,v2/DeleteThreadComment,Delete a thread comment n/a,0,1, ,0,1, ,1,0,[delete found],0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1, ,0,1,Pertinent Documentation,1,0,Inconsistent Documentation,Public
837,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id},"Fetch an album by using its identifier. id string (Required) The unique identifier for the album. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
838,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id}/{relationship},"Fetch an album’s relationship by using its identifier. id string (Required) The unique identifier for the album. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: artists, genres, library, record-labels, tracks storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
839,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums/{id}/view/{view},"Fetch related resources for a single album’s relationship view. id string (Required) The identifier of the resource to fetch. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch. Possible Values: appears-on, other-versions, related-albums, related-videos",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
840,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums,"Fetch one or more albums by using their identifiers. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
841,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums,"Fetch one or more albums by using their UPC values. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
842,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/albums,"Fetch the equivalent, available content in the storefront for the provided albums’ identifiers. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
843,GraphQL,AppleMusic,GET,/v1/me/library/albums/{id},Fetch a library album by using its identifier. id string (Required) The unique identifier for the album.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
844,GraphQL,AppleMusic,GET,/v1/me/library/albums/{id}/{relationship},"Fetch a library album’s relationship by using its identifier. id string (Required) A unique identifier for the library album. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: artists, catalog, tracks",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
845,GraphQL,AppleMusic,GET,/v1/me/library/albums,"Fetch one or more library albums by using their identifiers. ids [string] (Required) The unique identifiers for the library albums. The maximum fetch limit is 100. l string The localization to use, specified by a language tag. The possible values are in the supportedLanguageTags array belonging to the Storefront object specified by storefront. Otherwise, the default is defaultLanguageTag in Storefront. include [string] Additional relationships to include in the fetch. extend [string] A list of attribute extensions to apply to resources in the response.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
846,GraphQL,AppleMusic,GET,/v1/me/library/albums,"Fetch all the library albums in alphabetical order. include [string] Additional relationships to include in the fetch. l string The localization to use, specified by a language tag. The possible values are in the supportedLanguageTags array belonging to the Storefront object specified by storefront. Otherwise, the default is defaultLanguageTag in Storefront. limit integer The number of objects or number of objects in the specified relationship returned. offset string The next page or group of objects to fetch. extend [string] A list of attribute extensions to apply to resources in the response.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,1,0,Non-pertinent Documentation,0,1,Consistent Documentation,Public
847,GraphQL,AppleMusic,POST,/v1/me/library,"Add a catalog resource to a user’s iCloud Music Library. ids [string] (Required) The unique catalog identifiers for the resources. To indicate the type of resource to add, follow the ids with one of the allowed values. Add multiple types in the same request. l string The localization to use, specified by a language tag. The possible values are in the supportedLanguageTags array belonging to the Storefront object that storefront specifies. Otherwise, the default is defaultLanguageTag in Storefront.",0,1,,0,1,,0,1,,0,1,Version Found,1,0,[Singular last node with POST method.],0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
848,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id},"Fetch an artist by using the artist’s identifier.id string (Required) The unique identifier for the artist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
849,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id}/{relationship},"Fetch an artist’s relationship by using its identifier. id string (Required) A unique identifier for the artist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, genres, music-videos, playlists, station storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
850,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists/{id}/view/{view},"Fetch related resources for a single artist’s relationship view. id string (Required) A unique identifier for the artist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
851,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/artists,"Fetch one or more artists by using their identifiers. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
852,GraphQL,AppleMusic,GET,/v1/me/library/artists/{id},Fetch a library artist by using its identifier.  id string (Required) The unique identifier for the artist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
853,GraphQL,AppleMusic,GET,/v1/me/library/artists/{id}/{relationship},"Fetch a library artist’s relationship by using its identifier. id string (Required) A unique identifier for the library artist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
854,GraphQL,AppleMusic,GET,/v1/me/library/artists,Fetch one or more library artists by using their identifiers.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
855,GraphQL,AppleMusic,GET,/v1/artists/{id},A resource object that represents the artist of an album where an artist can be one or more people.  id string (Required) The identifier for the artist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
856,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs/{id},"Fetch a song by using its identifier.  id string (Required) The unique identifier for the song. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
857,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs/{id}/{relationship},"Fetch a song’s relationship by using its identifier.  id string (Required) A unique identifier for the song. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, composers, genres, library, music-videos, station storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
858,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs,"Fetch one or more songs by using their identifiers. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
859,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs,"Fetch one or more songs by using their International Standard Recording Code (ISRC) values.  storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
860,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/songs,"Fetch the equivalent, available content in the storefront for the provided songs’ identifiers.  storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
861,GraphQL,AppleMusic,GET,/v1/me/library/songs/{id},Fetch a library song by using its identifier.  id string (Required) The unique identifier for the library song.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
862,GraphQL,AppleMusic,GET,/v1/me/library/songs/{id}/{relationship},"Fetch a library song’s relationship by using its identifier.  id string (Required) A unique identifier for the library song. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
863,GraphQL,AppleMusic,GET,/v1/me/library/songs,Fetch one or more library songs by using their identifiers.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
864,GraphQL,AppleMusic,GET,/v1/me/library/songs,Fetch all the library songs in alphabetical order.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
865,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id},"Fetch a music video by using its identifier.  id string (Required) The unique identifier for the music video. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
866,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id}/{relationship},"Fetch a music video’s relationship by using its identifier.  id string (Required) The unique identifier for the music video. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, genres, library, songs storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
867,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos/{id}/view/{view},Fetch related resources for a single music video’s relationship view.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
868,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos,"Fetch one or more music videos by using their identifiers.  storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
869,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos,"Fetch one or more music videos by using their International Standard Recording Code (ISRC) values. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
870,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/music-videos,"Fetch the equivalent, available content in the storefront for the provided music videos’ identifiers.  storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
871,GraphQL,AppleMusic,GET,/v1/me/library/music-videos/{id},Fetch a library music video by using its identifier.  id string (Required) The unique identifier for the library music video.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
872,GraphQL,AppleMusic,GET,/v1/me/library/music-videos/{id}/{relationship},"Fetch a library music video’s relationship by using its identifier.  id string (Required) The unique identifier for the library music video. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: albums, artists, catalog",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
873,GraphQL,AppleMusic,GET,/v1/me/library/music-videos,Fetch one or more library music videos by using their identifiers.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
874,GraphQL,AppleMusic,GET,/v1/me/library/music-videos,Fetch all the library music videos in alphabetical order.  n/a,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
875,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id},"Fetch a playlist by using its identifier.  id string (Required) The unique identifier for the playlist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
876,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id}/{relationship},"Fetch a playlist’s relationship by using its identifier.  id string (Required) A unique identifier for the playlist. relationship string (Required) The name of the relationship you want to fetch for this resource. Possible Values: curator, library, tracks storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
877,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists/{id}/view/{view},"Fetch related resources for a single playlist’s relationship view. id string (Required) A unique identifier for the playlist. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects. view string (Required) The name of the resource view to fetch. Possible Values: featured-artists, more-by-curator",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
878,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists,"Fetch one or more playlists by using their identifiers. storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
879,GraphQL,AppleMusic,GET,/v1/catalog/{storefront}/playlists,"Fetch one or more Charts Playlists by using their Storefront value.  storefront string (Required) An iTunes Store territory, specified by an ISO 3166 alpha-2 country code. The possible values are the id attributes of Storefront objects.",0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
880,GraphQL,AppleMusic,GET,/v1/me/library/playlists/{id},Fetch a library playlist by using its identifier.  id string (Required) A unique identifier for the library playlist.,0,1,,0,1,,0,1,,0,1,Version Found,0,1,Regular methods,0,1,Self-descriptive End-point,0,1,Contextual Resource Names,0,1,,0,1,Pertinent Documentation,0,1,Consistent Documentation,Public
